Address,Latitude,Longitude,Name,Risk Category Improved,Violation Description Improved,Avg. Inspection Score,Avg. Rating
3349 23rd St,37.753802,-122.419701,Velvet Cantina,Low Risk,Unclean nonfood contact surfaces,89,4
1466 Haight St,37.77017,-122.44646,VeganBurg,Low Risk,Unclean or degraded floors walls or ceilings,96,4
1977A Union St,37.79734,-122.43163,Vegan Picnic,No Risk,No violation found,100,4
1977A Union St,37.79734,-122.43163,Vegan Picnic,Low Risk,Improper or defective plumbing,96,4
419 Cortland Ave,37.73934,-122.41742,Vega,High Risk,High risk vermin infestation,85,4
3050 Taraval St,37.7421497,-122.4989692,Vanida Thai Kitchen,Moderate Risk,Foods not protected from contamination,90,3.5
826 Van Ness Ave,37.78332,-122.42049,Van Ness Cafe & Gyros,Low Risk,Unclean nonfood contact surfaces,82,4.5
801 Valencia St,37.75995,-122.42122,Valencia Pizza & Pasta,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,66,4
1300 Valencia St,37.7519281,-122.4207971,Valencia Grocery,Low Risk,No plan review or Building Permit,98,4.5
1299 Valencia St,37.7522571,-122.4204907,Valencia Farmers Market,Low Risk,Low risk vermin infestation,87,4.5
670 Broadway,37.79786884,-122.4080767,V & J Cafe,High Risk,High risk vermin infestation,75,4
568 Haight St,37.77201399,-122.4315246,Uva Enoteca,Moderate Risk,Moderate risk food holding temperature,89,4
139 Waverly Pl,37.79469,-122.40709,Utopia Cafe,Moderate Risk,Foods not protected from contamination,77,3.5
3128 16th St,37.765096,-122.422692,Ushio Ramen,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,88,4
1382 9th Ave,37.76254621,-122.466103,Ushi Taro,Moderate Risk,Moderate risk food holding temperature,85,4
402 Balboa St,37.77744,-122.46323,Usagi Sushi Togo,No Risk,No violation found,100,5
142 McAllister St,37.7809433,-122.4144406,Urbean,Low Risk,Improper food storage,80,4
333 O'Farrell St,37.78564,-122.41041,Urban Tavern,No Risk,No violation found,100,4
333 O'Farrell St,37.78564,-122.41041,Urban Tavern,Moderate Risk,Insufficient hot water or running water,94,4
333 O'Farrell St,37.78564,-122.41041,Urban Tavern,Low Risk,Unapproved or unmaintained equipment or utensils,98,4
333 O'Farrell St,37.78564,-122.41041,Urban Tavern,Low Risk,Inadequate warewashing facilities or equipment,98,4
488 Fell St,37.77576,-122.42585,Urban Ritual,No Risk,No violation found,100,4.5
3870 24th St,37.75184,-122.42905,Urban Remedy,No Risk,No violation found,100,4
1096 S Van Ness Ave,37.75570199,-122.4168268,Urban Putt,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,96,4.5
,37.78290176,-122.4142456,Upper Cut,Moderate Risk,Foods not protected from contamination,89,4.5
1160 Polk St,37.78769984,-122.4199247,Upcider,Low Risk,Low risk vermin infestation,94,4
2814 19th St,37.76062,-122.41064,Universal Cafe,Low Risk,Inadequate dressing rooms or improper storage of personal items,90,4
1 United Nations Plz,37.77970861,-122.4138682,United Nations Cafe,No Risk,No violation found,100,4.5
1 United Nations Plz,37.77970861,-122.4138682,United Nations Cafe,Moderate Risk,Inadequate and inaccessible handwashing facilities,88,4.5
2401 Chestnut St,37.79976,-122.44311,United Liquor & Deli,Low Risk,Unapproved or unmaintained equipment or utensils,94,2.5
801 Union St,37.79983,-122.41264,Union Street Produce Company,Low Risk,Unapproved or unmaintained equipment or utensils,94,4.5
115 Mason St,37.78457,-122.40961,Union Square Sports Bar,Low Risk,Unapproved or unmaintained equipment or utensils,83,3.5
1945 Hyde St,37.79882,-122.41926,Union Larder,Low Risk,Improper or defective plumbing,90,4
1201 Howard St,37.77593994,-122.4115753,Unimart,Low Risk,Food safety certificate or food handler card not available,98,4
2543 Noriega St,37.75342509,-122.4908186,Underground Grill King,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,4
3600 Taraval St,37.74202,-122.5048,Underdogs Too,Moderate Risk,Inadequate and inaccessible handwashing facilities,90,4
3600 Taraval St,37.74202,-122.5048,Underdogs Too,Low Risk,Improper food storage,86,4
700 Bush St,37.7902711,-122.4089926,Uncle Vito's Pizza,Low Risk,No thermometers or uncalibrated thermometers,89,3.5
3608 Balboa St,37.77585,-122.49761,Uncle Lee Cafe,Low Risk,Improper food storage,83,4
245 Balboa St,37.7772493,-122.4615654,Uncle Boy's,Moderate Risk,Improper thawing methods,90,4
2049 Irving St,37.76331,-122.480214,Uncle Benny's Donut and Bagel,Moderate Risk,Foods not protected from contamination,90,4.5
1328 18th St,37.7627274,-122.3961661,Umi,Moderate Risk,Moderate risk food holding temperature,86,4
242 King St,37.777703,-122.392959,Umami Burger Soma District,High Risk,Unclean or unsanitary food contact surfaces,89,3
1550 Church St,37.74594,-122.42704,Uma Casa,High Risk,Unclean or unsanitary food contact surfaces,93,4
1220 9th Ave,37.7655,-122.46608,um.ma,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,87,4
5850 Geary Blvd,37.78047,-122.48232,Um Ma Son,Low Risk,Unapproved or unmaintained equipment or utensils,87,4
22 Peace Plz,37.7852847,-122.429177,Uji Time Dessert,Moderate Risk,Moderate risk food holding temperature,90,4
22 Peace Plz,37.7852847,-122.429177,Uji Time Dessert,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,94,4
1007 Valencia St,37.75667,-122.42091,Udupi Palace,High Risk,High risk vermin infestation,78,4
493 Pine St,37.79162067,-122.4039415,Udon Underground,Low Risk,Other low risk violation,86,4
3489 16th St,37.76426421,-122.4305173,U :Dessert Story,Moderate Risk,Inadequate and inaccessible handwashing facilities,94,4.5
3489 16th St,37.76426421,-122.4305173,U :Dessert Story,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92,4.5
2798 Diamond St,37.73459177,-122.4339542,Tyger's,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,96,3.5
620 O'Farrell St,37.78563851,-122.4151491,Tycoon Thai Restaurant,Low Risk,Unclean nonfood contact surfaces,98,4
4845 Mission St,37.72076,-122.43742,Ty Pho,High Risk,High risk food holding temperature,91,3.5
401 Haight St,37.77212143,-122.428978,Two Jacks Seafood,Low Risk,Unclean or degraded floors walls or ceilings,91,3.5
1243 Noriega St,37.7540223,-122.4772129,Twisted Donuts and Coffee,No Risk,No violation found,100,4
335 Martin Luther King Jr Dr,37.7670513,-122.466669,Twirl and Dip,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,94,4.5
335 Martin Luther King Jr Dr,37.7670513,-122.466669,Twirl and Dip,High Risk,Mobile food facility with unapproved operating conditions,82,4.5
1681 Church St,37.74396,-122.42647,Twin Peaks Pizza & Pasta,High Risk,Unclean or unsanitary food contact surfaces,93,3.5
547 Hyde St,37.78608,-122.41656,Tuyet Mai,High Risk,Unclean or unsanitary food contact surfaces,76,4
645 Larkin St,37.7839535,-122.4178971,Turtle Tower,Low Risk,Unclean or degraded floors walls or ceilings,86,4
3505 17th St,37.763082,-122.424349,Turner's Kitchen,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,4.5
1337 Grant Ave,37.799259,-122.407501,Tupelo,Moderate Risk,Improper thawing methods,88,3.5
628 Ellis St,37.78459549,-122.4166565,Tuong Phong Market,Low Risk,Improper food storage,83,4.5
4015 24th St,37.75112,-122.4323,Tung Sing Restaurant,Low Risk,Unapproved or unmaintained equipment or utensils,84,3
609 Ellis St,37.7842706,-122.4163378,Tu Kim Coffee Shop,High Risk,Unapproved food source,89,4
1306 Fulton St,37.7769872,-122.4385184,Tsunami Panhandle,Low Risk,Unapproved or unmaintained equipment or utensils,83,3.5
429 Gough St,37.77722,-122.4233,Tsubasa Sushi,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,86,4.5
361 W Portal Ave,37.736985,-122.469769,Tsing's Chinese Restaurant,Low Risk,Unapproved or unmaintained equipment or utensils,79,3
1117 Fillmore St,37.77981,-122.43226,Tsing Tao Restaurant,Low Risk,Unapproved or unmaintained equipment or utensils,78,3
1117 Fillmore St,37.77981,-122.43226,Tsing Tao Restaurant,Low Risk,Inadequate dressing rooms or improper storage of personal items,75,3
552 Jones St,37.786503,-122.412917,Tselogs,Moderate Risk,Improper thawing methods,94,4.5
552 Jones St,37.786503,-122.412917,Tselogs,High Risk,Improper cooling methods,93,4.5
4754 Mission St,37.72200066,-122.4370244,TS Cafe,Moderate Risk,Improper thawing methods,85,4.5
3109 16th St,37.764755,-122.422263,Truly Mediterranean,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,94,4
753 Alabama St,37.75953,-122.411448,True Laurel,Moderate Risk,Noncompliance with HAACP plan or variance,92,4
2125 Fillmore St,37.78937439,-122.4340761,Troya,Low Risk,Low risk vermin infestation,77,4
4033 Judah St,37.7603287,-122.505439,Trouble Coffee Company,Low Risk,Food safety certificate or food handler card not available,96,3.5
140 New Montgomery St,37.78667575,-122.3996917,Trou Normand,High Risk,Unclean or unsanitary food contact surfaces,87.5,4
3010 20th St,37.75917279,-122.4112384,Trick Dog,Low Risk,Unclean or degraded floors walls or ceilings,90,4
130 Townsend St,37.76984406,-122.4114609,Tres Truck,Moderate Risk,Moderate risk vermin infestation,84,3
130 Townsend St,37.76984406,-122.4114609,Tres Truck,Low Risk,Permit license or inspection report not posted,87,3
401 Columbus Ave,37.798794,-122.408245,Trattoria Pinocchio,Low Risk,Food safety certificate or food handler card not available,73,3.5
1800 Mason St,37.80018,-122.41228,Trattoria Contadina,Low Risk,Unclean or degraded floors walls or ceilings,86,4
501 Geary St,37.78678268,-122.4116931,Tratto,High Risk,High risk food holding temperature,93,4
265 Winston Dr,37.7266202,-122.4764328,Trader Joe's,No Risk,No violation found,100,4
265 Winston Dr,37.7266202,-122.4764328,Trader Joe's,Moderate Risk,Foods not protected from contamination,85,4
265 Winston Dr,37.7266202,-122.4764328,Trader Joe's,Low Risk,Unclean or degraded floors walls or ceilings,96,4
265 Winston Dr,37.7266202,-122.4764328,Trader Joe's,Low Risk,Improper food storage,96,4
10 4th St,37.7854472,-122.4056319,Trader Joe's,Moderate Risk,Foods not protected from contamination,85,4
10 4th St,37.7854472,-122.4056319,Trader Joe's,Low Risk,Unclean or degraded floors walls or ceilings,96,4
10 4th St,37.7854472,-122.4056319,Trader Joe's,Low Risk,Improper food storage,96,4
3 Masonic Ave,37.78338411,-122.4478525,Trader Joe's,Moderate Risk,Foods not protected from contamination,85,4
3 Masonic Ave,37.78338411,-122.4478525,Trader Joe's,Low Risk,Unclean or degraded floors walls or ceilings,96,4
3 Masonic Ave,37.78338411,-122.4478525,Trader Joe's,Low Risk,Improper food storage,96,4
3727 Geary Blvd,37.780943,-122.4594501,Toyama Sushi,Low Risk,Unclean nonfood contact surfaces,85,4.5
52 Belden Pl,37.79142,-122.40365,Toy Soldier,Low Risk,Improper storage of equipment utensils or linens,92,3.5
401 Clement St,37.78294064,-122.4634818,Toy Boat Dessert Café,Moderate Risk,Moderate risk vermin infestation,88,4
2 Townsend St,37.782503,-122.3887404,Town's End Restaurant & Bakery,Low Risk,Unapproved or unmaintained equipment or utensils,82,3.5
2 Townsend St,37.782503,-122.3887404,Town's End Restaurant & Bakery,High Risk,High risk food holding temperature,74,3.5
729 Portola Dr,37.74395,-122.45344,Tower Burger,Low Risk,Inadequate ventilation or lighting,88,3.5
242 Columbus Ave,37.7975707,-122.4059338,Tosca Cafe,Moderate Risk,Foods not protected from contamination,90,4
1355 Market St,37.77674,-122.41636,Tortellino,No Risk,No violation found,100,4.5
1355 Market St,37.77674,-122.41636,Tortellino,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,4.5
1355 Market St,37.77674,-122.41636,Tortellino,Moderate Risk,Inadequate and inaccessible handwashing facilities,85,4.5
1355 Market St,37.77674,-122.41636,Tortellino,Low Risk,Unapproved or unmaintained equipment or utensils,84,4.5
2969 24th St,37.75254,-122.41135,Tortas Los Picudos,Moderate Risk,Insufficient hot water or running water,88,4.5
5170 Mission St,37.7161199,-122.44165,Tortas Boos Voni,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,88,4
343 Sansome St,37.79362,-122.40157,Torshi Mexiterranean,High Risk,Improper reheating of food,78,4
300 Deharo St,37.765725,-122.402024,Torraku Ramen,High Risk,No hot water or running water,82,4
260 Kearny St,37.7905828,-122.4038175,Topsy's Bar,Low Risk,Improper or defective plumbing,91,4.5
2460 San Bruno Ave,37.73086166,-122.4052353,Tops Cafe B-B-Q House,High Risk,High risk food holding temperature,76,3.5
941 Kearny St,37.79648359,-122.4052515,Toppu Ramen & Dim Sum House,Low Risk,Unapproved or unmaintained equipment or utensils,94,4
1326 Grant Ave,37.79910255,-122.4072009,Tope,Low Risk,Low risk vermin infestation,98,4
2311 Clement St,37.7818,-122.48406,Top SF BBQ,Low Risk,Improper storage of equipment utensils or linens,75,3.5
2962 24th St,37.75289,-122.41139,Top Round Roast Beef,Low Risk,Inadequate ventilation or lighting,98,4
1570 Stockton St,37.80033154,-122.409054,Tony's Pizza Napoletana,Low Risk,Low risk vermin infestation,87,4
2500 Geary Blvd,37.78282,-122.44475,Tony's Cable Car Restaurant,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,3.5
1098 Howard St,37.778187,-122.409355,Tony Baloney's,High Risk,High risk food holding temperature,82,4
950 Mason St,37.79242251,-122.4097159,Tonga Room & Hurricane Bar,No Risk,No violation found,100,3.5
950 Mason St,37.79242251,-122.4097159,Tonga Room & Hurricane Bar,Moderate Risk,Foods not protected from contamination,96,3.5
5821 Geary Blvd,37.78006,-122.481962,Ton Kiang,Moderate Risk,Foods not protected from contamination,78,3.5
5929 Geary Blvd,37.77985,-122.4831,Tommy's Mexican Restaurant,Moderate Risk,Moderate risk vermin infestation,88,3.5
1101 Geary Blvd,37.785547,-122.421814,Tommy's Joynt,Low Risk,Permit license or inspection report not posted,87,4
1042 Kearny St,37.797778,-122.405204,Tommaso's,High Risk,High risk food holding temperature,93,4
3318 Steiner St,37.80003,-122.43755,Toma,Low Risk,Unpermitted food facility,92,4
660 Sacramento St,37.79388,-122.404,Tokyo Express Restaurant,Moderate Risk,Inadequate procedures or records for time as a public health control,86,3.5
814 Mission St,37.7844,-122.40494,Tokyo Express,Moderate Risk,Inadequate procedures or records for time as a public health control,86,3.5
814 Mission St,37.7844,-122.40494,Tokyo Express,High Risk,High risk food holding temperature,87,3.5
2300 16th St,37.766496,-122.408064,Togo's Sandwiches,Moderate Risk,Improper thawing methods,96,3
2300 16th St,37.766496,-122.408064,Togo's Sandwiches,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92,3
2300 16th St,37.766496,-122.408064,Togo's Sandwiches,Low Risk,Improper or defective plumbing,91,3
2300 16th St,37.766496,-122.408064,Togo's Sandwiches,High Risk,Unclean hands or improper use of gloves,78,3
2696 Geary Blvd,37.78279,-122.4478,Tofino Wines,No Risk,No violation found,100,4
160 W Portal Ave,37.73923,-122.46787,Toast Eatery,Low Risk,Food safety certificate or food handler card not available,89,3.5
160 W Portal Ave,37.73923,-122.46787,Toast Eatery,High Risk,Unclean or unsanitary food contact surfaces,93,3.5
517 O'Farrell St,37.7856207,-122.4132416,TL Cafe and Laundromat,No Risk,No violation found,100,4
724 La Playa St,37.7746827,-122.5099767,TJ Cafe,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,96,4.5
2872 24th St,37.75298691,-122.4097672,Tio Chilo's Grill,Low Risk,Improper storage of equipment utensils or linens,88,4.5
937 Howard St,37.780772,-122.40568,Tín Vietnamese Cuisine,Moderate Risk,Foods not protected from contamination,90,4
98 Judah St,37.76247,-122.46269,Tikka Masala,Low Risk,Unclean or degraded floors walls or ceilings,90,3.5
3188 Mission St,37.7458862,-122.4198646,Tierra Mia Coffee,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,4.5
1507 Polk St,37.7907291,-122.4208785,Ti Piacera Ristorante,Low Risk,Low risk vermin infestation,92,3.5
2501 Phelps St,37.7297727,-122.400237,Three Babes Bakeshop,Low Risk,Unclean or degraded floors walls or ceilings,98,4.5
248 Church St,37.76651238,-122.4290349,Thorough Bread & Pastry,No Risk,No violation found,100,4.5
661 Howard St,37.78539,-122.39953,Thirsty Bear Brewing Company,Moderate Risk,Foods not protected from contamination,81,3.5
628 20th St,37.7606207,-122.3881324,Third Rail,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,96,4.5
1631 20th St,37.7598,-122.39793,Thinkers Cafe,Low Risk,Improper storage use or identification of toxic substances,96,3.5
400 Waller St,37.771317,-122.430458,Thep Eatery,Low Risk,Unclean or degraded floors walls or ceilings,94,4.5
717 Ellis St,37.78415635,-122.4180921,Them Ky,Low Risk,Improper food storage,73,3.5
1600 17th St,37.76516,-122.39988,Thee Parkside,Low Risk,Unapproved or unmaintained equipment or utensils,69,4
503 Irving St,37.76402,-122.46337,The Yellow Submarine,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,4
