Address,Alias (Businesses),Alias (Businesses.Categories),Calculation1,Calculation2,Risk Category Improved,address_health_lower,yelp_address,City,Country,Display Address,Display Phone,Distance,Id,Image Url,Is Closed,Latitude,Latitude (Region.Center),Longitude,Longitude (Region.Center),Name,Phone,Price1,Rating,Review Count,Violation Description Improved,State,Table Names,Title,Total,Transactions,Url,Zip Code,Business Name Lower,Business Address,Business City,Business Id,Business Name,Business Phone Number,Business Postal Code,Business State,businesses Index (generated),categories Index (generated),Display Name Lower,Inspection Date,Inspection Id,Inspection Score,Inspection Type,Risk Category,transactions Index (generated),Violation Description,Violation Id
2375 Market St,subway-san-francisco-142,sandwiches,,,Low Risk,2001 van ness ave,2375 market st,San Francisco,US,2375 Market St,(415) 861-5006,288.6394829,Qy9Tp4FJAchraTg2CipGYQ,https://s3-media2.fl.yelpcdn.com/bphoto/czaFhbjCXoPN6MYynFrfAQ/o.jpg,FALSE,37.762936,37.76089939,-122.4344113,-122.4364471,Subway,14158615006,$,2.5,47,Inadequate warewashing facilities or equipment,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Sandwiches,999,pickup,https://www.yelp.com/biz/subway-san-francisco-142?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94114,subway,2001 VAN NESS Ave,San Francisco,300,SUBWAY,14155779929,94109,CA,1,1,subway,12/8/17,300_20171208,86,Routine - Unscheduled,Low Risk,1,Inadequate warewashing facilities or equipment,300_20171208_103143
77 Van Ness Ave,subway-san-francisco-131,sandwiches,,,Low Risk,2001 van ness ave,77 van ness ave,San Francisco,US,77 Van Ness Ave,(415) 255-8929,2229.442439,qDjjbKNlkmkmG5_Y9AuB5g,https://s3-media2.fl.yelpcdn.com/bphoto/psvXuZB9n0H6VquX20CIbg/o.jpg,FALSE,37.77598957,37.76089939,-122.4197466,-122.4364471,Subway,14152558929,$,3,36,Inadequate warewashing facilities or equipment,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Sandwiches,665,delivery,https://www.yelp.com/biz/subway-san-francisco-131?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94102,subway,2001 VAN NESS Ave,San Francisco,300,SUBWAY,14155779929,94109,CA,1,1,subway,12/8/17,300_20171208,86,Routine - Unscheduled,Low Risk,1,Inadequate warewashing facilities or equipment,300_20171208_103143
750 Font Blvd,subway-san-francisco-43,sandwiches,,,Low Risk,2001 van ness ave,750 font blvd,San Francisco,US,750 Font Blvd,(415) 405-3499,5815.970575,i_4AFwXRub4_B7tSN2XEAw,https://s3-media4.fl.yelpcdn.com/bphoto/sd1ilkJe-LGQTNHxRIw6Cg/o.jpg,FALSE,37.72315802,37.76089939,-122.4822406,-122.4364471,Subway,14154053499,$,2.5,69,Inadequate warewashing facilities or equipment,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Sandwiches,1,delivery,https://www.yelp.com/biz/subway-san-francisco-43?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94132,subway,2001 VAN NESS Ave,San Francisco,300,SUBWAY,14155779929,94109,CA,1,1,subway,12/8/17,300_20171208,86,Routine - Unscheduled,Low Risk,1,Inadequate warewashing facilities or equipment,300_20171208_103143
1200 9th Ave,pacific-catch-san-francisco-2,seafood,,,Low Risk,2027 chestnut st,1200 9th ave,San Francisco,US,1200 9th Ave,(415) 504-6905,2664.747744,3bxO8T8U96uKu2numljjsw,https://s3-media3.fl.yelpcdn.com/bphoto/GCgGSWe-osFZBahQNkjRSw/o.jpg,FALSE,37.76567,37.76089939,-122.46619,-122.4364471,Pacific Catch,14155046905,$$,3.5,1777,Wiping cloths not clean or properly stored or inadequate sanitizer,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Seafood,228,pickup,https://www.yelp.com/biz/pacific-catch-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94122,pacific catch,2027 CHESTNUT St,San Francisco,305,PACIFIC CATCH,14155441950,94123,CA,1,1,pacific catch,1/17/19,305_20190117,90,Routine - Unscheduled,Low Risk,1,Wiping cloths not clean or properly stored or inadequate sanitizer,305_20190117_103149
495 Castro St,the-posh-bagel-san-francisco-3,bagels,,,Moderate Risk,495a castro st,495 castro st,San Francisco,US,495 Castro St,(415) 552-2767,149.0217493,y9yGHZK-m7UF-f3pszcaQg,https://s3-media4.fl.yelpcdn.com/bphoto/_LqA2EdF8oZoA9U002qGtw/o.jpg,FALSE,37.76109,37.76089939,-122.4347,-122.4364471,The Posh Bagel,14155522767,$,3,145,Inadequate food safety knowledge or lack of certified food safety manager,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bagels,156,delivery,https://www.yelp.com/biz/the-posh-bagel-san-francisco-3?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94114,the posh bagel,495A CASTRO St,San Francisco,315,The Posh Bagel,,94114,CA,1,1,the posh bagel,7/23/19,315_20190723,94,Routine - Unscheduled,Moderate Risk,1,Inadequate food safety knowledge or lack of certified food safety manager,315_20190723_103116
742 Irving St,the-posh-bagel-san-francisco,sandwiches,,,Moderate Risk,495a castro st,742 irving st,San Francisco,US,742 Irving St,(415) 665-8858,2620.729189,53OMO9ZADqat5GEF2B-LBg,https://s3-media2.fl.yelpcdn.com/bphoto/CGvB6q9VQev1OBpE33HGOg/o.jpg,FALSE,37.7643,37.76089939,-122.46588,-122.4364471,The Posh Bagel,14156658858,$,3,167,Inadequate food safety knowledge or lack of certified food safety manager,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Sandwiches,311,pickup,https://www.yelp.com/biz/the-posh-bagel-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94122,the posh bagel,495A CASTRO St,San Francisco,315,The Posh Bagel,,94114,CA,1,1,the posh bagel,7/23/19,315_20190723,94,Routine - Unscheduled,Moderate Risk,1,Inadequate food safety knowledge or lack of certified food safety manager,315_20190723_103116
2911 Van Ness Ave,first-cup-san-francisco,coffee,,,Low Risk,2911 van ness ave,2911 van ness ave,San Francisco,US,2911 Van Ness Ave,(415) 922-2054,4738.653577,z6DlLVZXBmLz4wKWLQBAGA,https://s3-media2.fl.yelpcdn.com/bphoto/GZwzvLPRUTP7MgAeVS7xng/o.jpg,FALSE,37.80245706,37.76089939,-122.4248754,-122.4364471,First Cup,14159222054,$,4,61,Low risk vermin infestation,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,2900,delivery,https://www.yelp.com/biz/first-cup-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94109,first cup,2911 VAN NESS Ave,San Francisco,318,FIRST CUP,,94109,CA,1,1,first cup,6/11/19,318_20190611,94,Routine - Unscheduled,Low Risk,1,Low risk vermin infestation,318_20190611_103161
1 Market Plz,cafe-elena-san-francisco,greek,,,Low Risk,1 market st,1 market plz,San Francisco,US,1 Market Plz,(415) 543-8933,5184.319991,qZR0MwhFxhvWcFYNtvcO6g,https://s3-media2.fl.yelpcdn.com/bphoto/3OlLwwmRBSR6oqM-Syca5A/o.jpg,FALSE,37.793993,37.76089939,-122.394896,-122.4364471,Cafe Elena,14155438933,$,3.5,90,Improper food storage,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Greek,54,,https://www.yelp.com/biz/cafe-elena-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94105,cafe elena,1 MARKET St,San Francisco,389,CAFE ELENA,,94105,CA,1,1,cafe elena,2/15/19,389_20190215,98,Routine - Unscheduled,Low Risk,,Improper food storage,389_20190215_103139
2399 Folsom St,el-faro-san-francisco-2,mexican,,,Low Risk,82 01st st,2399 folsom st,San Francisco,US,2399 Folsom St,(415) 647-3716,1940.776601,cZsRZEgDdDILttpwnVabAw,https://s3-media2.fl.yelpcdn.com/bphoto/8ChyoQikr_FpEc4BDutXNg/o.jpg,FALSE,37.75907,37.76089939,-122.41439,-122.4364471,El Faro,14156473716,$,3,142,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Mexican,85,delivery,https://www.yelp.com/biz/el-faro-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,el faro,82 01st St,San Francisco,409,EL FARO,,94105,CA,1,1,el faro,1/3/19,409_20190103,66,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,409_20190103_103144
2 Townsend St,house-of-hunan-san-francisco-2,chinese,,,High Risk,2 townsend st,2 townsend st,San Francisco,US,2 Townsend St,(415) 896-2638,4815.780582,_4xgvSsDuGgsyfSOVrneag,https://s3-media2.fl.yelpcdn.com/bphoto/vDARW3-0E2N5mF1XlwN3dQ/o.jpg,FALSE,37.78194,37.76089939,-122.38833,-122.4364471,House Of Hunan,14158962638,$,3,226,High risk food holding temperature,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,239,pickup,https://www.yelp.com/biz/house-of-hunan-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94107,house of hunan,2 Townsend St,San Francisco,413,HOUSE OF HUNAN,,94107,CA,1,1,house of hunan,10/17/18,413_20181017,74,Routine - Unscheduled,High Risk,1,High risk food holding temperature,413_20181017_103103
149 New Montgomery St,cafe-madeleine-san-francisco-3,bakeries,,,Moderate Risk,43 o'farrell st,149 new montgomery st,San Francisco,US,149 New Montgomery St,(415) 227-4077,4340.560654,gBuLECbmaxvxQX9y90EZSA,https://s3-media2.fl.yelpcdn.com/bphoto/2r9pR1O27pcJP0TcG2LrmQ/o.jpg,FALSE,37.78694783,37.76089939,-122.3996656,-122.4364471,Cafe Madeleine,14152274077,$,4,476,Moderate risk food holding temperature,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bakeries,97,delivery,https://www.yelp.com/biz/cafe-madeleine-san-francisco-3?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94105,cafe madeleine,43 O'Farrell St,San Francisco,415,Cafe Madeleine,,94108,CA,1,1,cafe madeleine,5/17/19,415_20190517,96,Routine - Unscheduled,Moderate Risk,1,Moderate risk food holding temperature,415_20190517_103120
14 Trinity Pl,caffe-ambrosia-san-francisco,icecream,,,Low Risk,14 trinity pl,14 trinity pl,San Francisco,US,14 Trinity Pl,(415) 362-0538,4435.527156,xLBkrh4Aie9iPCobGfFzog,https://s3-media2.fl.yelpcdn.com/bphoto/0kYfmtCLgiYHRtccfyF1yw/o.jpg,FALSE,37.7902092,37.76089939,-122.4025142,-122.4364471,Caffe Ambrosia,14153620538,$,4.5,313,Inadequate ventilation or lighting,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Ice Cream & Frozen Yogurt,4,delivery,https://www.yelp.com/biz/caffe-ambrosia-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94104,caffe ambrosia,14 Trinity Pl,San Francisco,428,Caffe Ambrosia,,94104,CA,1,1,caffe ambrosia,5/7/19,428_20190507,98,Routine - Unscheduled,Low Risk,1,Inadequate ventilation or lighting,428_20190507_103147
1512 Stockton St,north-beach-restaurant-san-francisco,italian,,,Low Risk,1512 stockton st,1512 stockton st,San Francisco,US,1512 Stockton St,(415) 392-1700,4954.168828,tzQaJ4-X7wZocpYBKKCRhQ,https://s3-media1.fl.yelpcdn.com/bphoto/uGPf2O4aUkBGXfe9HDl_fA/o.jpg,FALSE,37.79977302,37.76089939,-122.408904,-122.4364471,North Beach Restaurant,14153921700,$$,3.5,836,Low risk vermin infestation,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,685,delivery,https://www.yelp.com/biz/north-beach-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,north beach restaurant,1512 Stockton St,San Francisco,436,North Beach Restaurant,,94133,CA,1,1,north beach restaurant,8/27/19,436_20190827,86,Routine - Unscheduled,Low Risk,1,Low risk vermin infestation,436_20190827_103161
729 Vallejo St,hawaii-west-san-francisco,divebars,,,Low Risk,729 vallejo st,729 vallejo st,San Francisco,US,729 Vallejo St,,4798.763446,oyPIyq3JUzvyzE-csu75Ug,https://s3-media1.fl.yelpcdn.com/bphoto/3r9dNH5yaFCrPxCS8C80Zw/o.jpg,FALSE,37.79838,37.76089939,-122.40932,-122.4364471,Hawaii West,,$,3.5,77,Permit license or inspection report not posted,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Dive Bars,14,delivery,https://www.yelp.com/biz/hawaii-west-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,hawaii west,729 Vallejo St,San Francisco,438,Hawaii West,,94133,CA,1,1,hawaii west,12/18/18,438_20181218,77,Routine - Unscheduled,Low Risk,1,Permit license or inspection report not posted,438_20181218_103156
529 Broadway,garden-of-eden-san-francisco,danceclubs,,,No Risk,529 broadway st,529 broadway,San Francisco,US,529 Broadway,(415) 397-2596,4894.816558,DxgBEcbyikLXxBKJY-dJiw,https://s3-media1.fl.yelpcdn.com/bphoto/MMO9vYBCzGzsb4Y82aRv2g/o.jpg,FALSE,37.79772,37.76089939,-122.40599,-122.4364471,Garden of Eden,14153972596,$$$,2.5,64,No violation found,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Dance Clubs,49,,https://www.yelp.com/biz/garden-of-eden-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,garden of eden,529 Broadway St,San Francisco,462,Garden of Eden,,94133,CA,1,1,garden of eden,5/29/19,462_20190529,100,Routine - Unscheduled,,,,
347 Columbus Ave,franchino-san-francisco,italian,,,Low Risk,347 columbus ave,347 columbus ave,San Francisco,US,347 Columbus Ave,(415) 982-2157,4868.715967,kgKMZc97EdDaq77dtTqqNQ,https://s3-media3.fl.yelpcdn.com/bphoto/lY8KSHoHhXOFws7wzg_r3Q/o.jpg,FALSE,37.79833,37.76089939,-122.40757,-122.4364471,Franchino,14159822157,$$,4,1114,Improper storage use or identification of toxic substances,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,16,delivery,https://www.yelp.com/biz/franchino-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,franchino,347 Columbus Ave,San Francisco,470,Franchino,,94133,CA,1,1,franchino,5/23/18,470_20180523,92,Routine - Unscheduled,Low Risk,1,Improper storage use or identification of toxic substances,470_20180523_103138
423 Columbus Ave,caffe-greco-san-francisco,coffee,,,Low Risk,423 columbus ave,423 columbus ave,San Francisco,US,423 Columbus Ave,(415) 397-6261,4885.286871,uzqUJiCHUqV2c3PnvSsqeQ,https://s3-media1.fl.yelpcdn.com/bphoto/s16rPkn94x6xCeJcYzipoQ/o.jpg,FALSE,37.798918,37.76089939,-122.4084483,-122.4364471,Caffe Greco,14153976261,$,4,1018,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,5,delivery,https://www.yelp.com/biz/caffe-greco-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,caffe greco,423 Columbus Ave,San Francisco,473,Caffe Greco,,94133,CA,1,1,caffe greco,4/9/18,473_20180409,90,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,473_20180409_103154
555 Columbus Ave,il-pollaio-san-francisco,italian,,,Low Risk,555 columbus ave,555 columbus ave,San Francisco,US,555 Columbus Ave,(415) 362-7727,4940.094418,66khyY7kxNKiW6x7anZj9g,https://s3-media3.fl.yelpcdn.com/bphoto/4-dXuniVSpYwo0rv7KEH-w/o.jpg,FALSE,37.800039,37.76089939,-122.4098505,-122.4364471,Il Pollaio,14153627727,$$,4.5,386,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,7,delivery,https://www.yelp.com/biz/il-pollaio-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,il pollaio,555 Columbus Ave,San Francisco,477,Il Pollaio,,94133,CA,1,1,il pollaio,9/24/19,477_20190924,96,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,477_20190924_103154
1322 Grant Ave,mos-grill-san-francisco,burgers,,,High Risk,1322 grant ave,1322 grant ave,San Francisco,US,1322 Grant Ave,(415) 788-3779,4978.650442,iFZuhhzJCfq5qQBOV5LWKw,https://s3-media3.fl.yelpcdn.com/bphoto/Egt_WVooUDB-78PKeFci0A/o.jpg,FALSE,37.79909,37.76089939,-122.40704,-122.4364471,Mo's Grill,14157883779,$$,4,849,High risk food holding temperature,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Burgers,1200,delivery,https://www.yelp.com/biz/mos-grill-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,mo's grill,1322 Grant Ave,San Francisco,480,Mo's Grill,,94133,CA,1,1,mo's grill,6/11/19,480_20190611,82,Routine - Unscheduled,High Risk,1,High risk food holding temperature,480_20190611_103103
562 Green St,columbus-cafe-san-francisco,divebars,,,Low Risk,562 green st,562 green st,San Francisco,US,562 Green St,(415) 274-2599,4969.974209,Ibz2bWXEU2kLjVYBtB4BPg,https://s3-media3.fl.yelpcdn.com/bphoto/zLTKunMPlaOmku-b8iW7QQ/o.jpg,FALSE,37.79976,37.76089939,-122.40841,-122.4364471,Columbus Cafe,14152742599,$,4,339,Unclean nonfood contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Dive Bars,137,,https://www.yelp.com/biz/columbus-cafe-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,columbus cafe,562 Green St,San Francisco,484,Columbus Cafe,,94133,CA,1,1,columbus cafe,8/29/19,484_20190829,98,Routine - Unscheduled,Low Risk,,Unclean nonfood contact surfaces,484_20190829_103142
1230 Grant Ave,the-house-san-francisco,asianfusion,,,Moderate Risk,1230 grant ave,1230 grant ave,San Francisco,US,1230 Grant Ave,(415) 986-8612,4911.928932,ZoZjbOYR-apY8XvommlNUA,https://s3-media2.fl.yelpcdn.com/bphoto/UzrNIkdGTZ1-cXuQDsKUmA/o.jpg,FALSE,37.79851,37.76089939,-122.40706,-122.4364471,The House,14159868612,$$$,4.5,4837,Noncompliance with shell fish tags or display,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Asian Fusion,31300,,https://www.yelp.com/biz/the-house-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,the house,1230 Grant Ave,San Francisco,488,The House,,94133,CA,1,1,the house,6/11/19,488_20190611,89,Routine - Unscheduled,Moderate Risk,,Noncompliance with shell fish tags or display,488_20190611_103125
1750 Divisadero St,san-francisco-athletic-club-san-francisco,sportsbars,,,Low Risk,1630 stockton st,1750 divisadero st,San Francisco,US,1750 Divisadero St,(415) 923-8989,2811.642508,SJEd7ymnKMp3vpElbEEa-g,https://s3-media3.fl.yelpcdn.com/bphoto/xFqwNTPCq9Lmz-kYwaKTww/o.jpg,FALSE,37.785973,37.76089939,-122.439697,-122.4364471,San Francisco Athletic Club,14159238989,$$,4,236,Improper food storage,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Sports Bars,10,pickup,https://www.yelp.com/biz/san-francisco-athletic-club-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94115,san francisco athletic club,1630 Stockton St,San Francisco,494,San Francisco Athletic Club,,94133,CA,1,1,san francisco athletic club,4/29/19,494_20190429,94,Routine - Unscheduled,Low Risk,1,Improper food storage,494_20190429_103139
601 Vallejo St,caffe-trieste-san-francisco-5,cafes,,,Low Risk,601 vallejo st,601 vallejo st,San Francisco,US,601 Vallejo St,(415) 392-6739,4918.05735,j9EVcmunMUIFut_EpsYrog,https://s3-media2.fl.yelpcdn.com/bphoto/JdUDaI7FKO50vFKuHlhUYA/o.jpg,FALSE,37.798666,37.76089939,-122.407322,-122.4364471,Caffe Trieste,14153926739,$,4,682,Improper food storage,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Cafes,15,delivery,https://www.yelp.com/biz/caffe-trieste-san-francisco-5?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,caffe trieste,601 Vallejo St,San Francisco,496,Caffe Trieste,,94133,CA,1,1,caffe trieste,5/13/19,496_20190513,94,Routine - Unscheduled,Low Risk,1,Improper food storage,496_20190513_103139
570 Powell St,roxanne-cafe-san-francisco-2,italian,,,Moderate Risk,570 powell st,570 powell st,San Francisco,US,570 Powell St,(415) 989-5555,4061.080314,BB0YnEFVeYsHwZ7eTzrjeA,https://s3-media3.fl.yelpcdn.com/bphoto/8tUrwJ8IpvBYJOe6xZ3dOg/o.jpg,FALSE,37.79001367,37.76089939,-122.4087032,-122.4364471,Roxanne Cafe,14159895555,$$,3.5,546,Moderate risk food holding temperature,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,44,pickup,https://www.yelp.com/biz/roxanne-cafe-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94108,roxanne cafe,570 Powell St,San Francisco,500,Roxanne Cafe,,94108,CA,1,1,roxanne cafe,9/10/19,500_20190910,96,Routine - Unscheduled,Moderate Risk,1,Moderate risk food holding temperature,500_20190910_103120
3840 Geary Blvd,nizarios-pizza-san-francisco-2,pizza,,,Low Risk,3840 geary blvd,3840 geary blvd,San Francisco,US,3840 Geary Blvd,(415) 752-7777,3120.638791,cYRTXu7jknjwW7w0mEUpmA,https://s3-media4.fl.yelpcdn.com/bphoto/f1beZ4efqFpyvEcLpbJc7Q/o.jpg,FALSE,37.78149,37.76089939,-122.46067,-122.4364471,Nizario's Pizza,14157527777,$,3.5,629,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Pizza,63,pickup,https://www.yelp.com/biz/nizarios-pizza-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,nizario's pizza,3840 Geary Blvd,San Francisco,529,Nizario's Pizza,,94118,CA,1,1,nizario's pizza,11/8/18,529_20181108,87,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,529_20181108_103144
